username,platform,content_type,category,country,influencer_tier,followers,following,posts,avg_likes,avg_comments,avg_shares,avg_views,engagement_rate,date_joined
jburns29,Twitter,Video,Travel,Canada,Nano,8693,7441,4210,882,56.0,57.0,0,8.1,2024-10-06
cedwards757,Facebook,Live,Music,Brazil,Macro,531761,42751,4609,7986,604.0,323.0,0,1.5,2023-06-09
fhopkins589,Instagram,Live,Gaming,Australia,Macro,104216,12226,2817,3313,159.0,163.0,0,3.03,2023-01-17
nicolebonilla538,Twitter,Reel,Tech,Mexico,Macro,960626,27011,1971,26568,989.0,1043.0,0,3.65,2023-08-16
tony5158,Twitter,Video,Education,Japan,Nano,3351,842,1451,251,25.0,18.0,0,8.28,2023-10-14
fmartinez930,TikTok,Video,Fashion,Canada,Mega,9938379,47663,2684,259230,17449.0,19856.0,3290423,2.21,2023-12-05
erin8240,TikTok,Carousel,Fitness,Japan,Micro,61353,43646,241,3642,170.0,260.0,32257,4.72,2023-05-31
angela69419,TikTok,Reel,Education,UK,Micro,71766,36865,3641,3643,248.0,220.0,41011,4.56,2023-02-09
charles10592,Instagram,Carousel,Food,,Micro,21055,5720,3582,817,94.0,27.0,0,5.29,2024-10-19
james62544,Facebook,Carousel,Tech,Germany,Nano,4440,313,4271,247,11.0,10.0,0,5.31,2023-03-09
dunnrhonda403,TikTok,Live,Sports,Mexico,Nano,6395,3224,797,467,23.0,24.0,3772,8.71,2023-08-13
michael57631,Facebook,Live,Tech,USA,Micro,55665,29113,1432,1984,131.0,83.0,0,4.31,2024-01-21
carolwilliams182,TikTok,Video,Fashion,India,Nano,5085,2764,1759,310,12.0,8.0,1441,8.37,2024-03-25
kbennett343,YouTube,Live,Sports,Germany,Nano,8794,6879,3360,514,38.0,37.0,6788,6.65,2024-07-24
sabrina90309,Facebook,Video,Travel,Canada,Micro,49991,37692,2885,4147,471.0,187.0,0,6.49,2024-02-23
jeffery19450,YouTube,Carousel,Gaming,India,Mega,2780256,39761,2076,27552,1376.0,894.0,239007,0.83,2023-10-17
warekristina676,Twitter,Live,Food,Canada,Macro,400112,42805,209,7507,510.0,229.0,0,2.44,2023-06-26
gbennett145,YouTube,Story,Sports,France,Macro,896269,34686,2347,14718,1722.0,193.0,213038,1.3,2023-01-31
karenwu215,Instagram,Video,Gaming,Brazil,Micro,23452,16334,3566,1489,121.0,86.0,0,6.39,2024-11-14
dawn45268,Twitter,Image,Music,Japan,Nano,7456,3024,4673,292,23.0,,0,3.76,2023-07-17
campbelljavier355,Twitter,Reel,Gaming,Australia,Nano,8562,7717,261,547,14.0,8.0,0,6.59,2023-07-07
pam7036,TikTok,Story,Fitness,France,Nano,4237,2098,4085,112,8.0,7.0,830,2.87,2024-09-15
jasmine55227,YouTube,Reel,Fitness,Canada,Mega,7665762,30697,2930,143862,6519.0,1819.0,1955331,1.84,2024-08-19
tiffany41998,Facebook,Live,Food,Australia,Macro,264794,19073,3742,13110,1100.0,478.0,0,4.63,2023-06-04
aaron60966,Twitter,Live,Food,Mexico,Micro,26768,14815,4064,976,107.0,20.0,0,3.82,2023-10-09
janetmcknight58,Twitter,Reel,Gaming,Mexico,Micro,83792,24369,2684,2765,,118.0,0,3.77,2024-02-04
banksjamie323,Instagram,Image,Travel,India,Micro,90726,13244,4843,3003,316.0,36.0,0,3.38,2024-02-25
johnsonkaren194,Instagram,Live,Travel,Canada,Micro,19460,5390,1672,959,98.0,54.0,0,5.37,2024-08-20
hillerik142,TikTok,Image,Beauty,,Nano,1311,1059,3174,27,1.0,0.0,346,2.63,2023-04-08
robert37217,TikTok,Video,Beauty,Germany,Micro,37562,33023,1298,1628,167.0,71.0,18633,4.76,2023-07-07
smithpatty67,TikTok,Image,Fashion,UK,Macro,958963,9104,1945,34305,3977.0,2466.0,222266,3.28,2024-03-05
dmoore554,Instagram,Story,Fashion,Japan,Micro,61391,49738,2152,2042,54.0,55.0,0,3.35,2023-05-29
osbornronald911,TikTok,Video,Gaming,Australia,Nano,2212,829,4145,157,9.0,6.0,2114,6.62,2023-12-31
megan85557,YouTube,Video,Tech,Mexico,Nano,1345,926,4858,157,17.0,7.0,2288,9.05,2024-06-04
istewart325,YouTube,Story,Food,USA,Mega,5422135,8034,3074,167236,13939.0,12220.0,2277998,2.54,2023-01-15
connie42484,Twitter,Carousel,Beauty,Brazil,Micro,81213,16107,3440,3518,132.0,198.0,0,3.39,2024-09-03
franklinamanda198,YouTube,Video,Travel,Mexico,Mega,6903055,13477,919,85629,5211.0,1484.0,949346,1.57,2024-06-12
katelynfoley637,YouTube,Carousel,Travel,USA,Mega,4810269,6067,1646,47211,5053.0,1053.0,666602,0.96,2023-08-27
johnthomas95,TikTok,Live,Fashion,Canada,Micro,99999,41509,2116,2873,243.0,109.0,21529,3.6,2024-07-31
josephnorton997,Twitter,Video,Music,UK,Macro,982312,21825,1045,10792,387.0,741.0,0,1.55,2023-02-17
edward57832,Facebook,Image,Beauty,Canada,Micro,39816,4006,2602,1624,,21.0,0,3.9,2024-04-17
smithpaul961,Facebook,Live,Education,Germany,Nano,1871,1189,2425,93,10.0,5.0,0,4.99,2023-03-10
moraleskevin747,TikTok,Live,Beauty,Brazil,Macro,980924,4838,4841,29494,2222.0,2326.0,157903,3.0,2024-10-09
murphytammy764,Twitter,Image,Tech,Canada,Macro,347893,37899,1504,8155,662.0,134.0,0,2.5,2023-07-05
patrickterry2,TikTok,Video,Education,USA,Nano,2125,1326,4752,155,9.0,7.0,2274,7.86,2023-07-02
cmiller502,YouTube,Image,Fitness,Mexico,Micro,61777,33490,1626,1034,75.0,34.0,12215,1.53,2024-02-23
matthew72371,TikTok,Image,Beauty,Germany,Micro,54931,22840,1474,2688,245.0,202.0,17133,4.1,2024-05-13
kfitzgerald151,Facebook,Live,Beauty,USA,Nano,8313,7801,213,627,50.0,12.0,0,7.84,2023-02-25
burnsralph720,Instagram,Carousel,Fashion,Mexico,Nano,5721,3226,3464,294,6.0,6.0,0,5.02,2024-09-26
hoganmelissa550,Twitter,Reel,Fashion,Canada,Nano,2232,620,4754,181,4.0,3.0,0,10.08,2023-11-02
dawnwright743,Twitter,Story,Gaming,Germany,Micro,46499,6628,3243,1171,132.0,26.0,0,3.1,2023-06-27
browngina806,YouTube,Story,Travel,Mexico,Micro,71378,24609,854,1516,61.0,98.0,17907,1.97,2023-08-13
derrick92379,Facebook,Video,Fashion,Japan,Macro,776812,46530,2342,18914,1424.0,1441.0,0,2.52,2023-11-19
mariamarshall290,Twitter,Video,Beauty,Canada,Nano,4112,1668,3706,438,21.0,28.0,0,9.1,2024-01-26
chapmanerin513,TikTok,Reel,Travel,Mexico,Macro,630310,32247,1080,28983,2915.0,807.0,115739,3.58,2024-07-05
parkstammy554,Twitter,Live,Sports,Germany,Macro,505527,18705,1358,15531,1141.0,320.0,0,2.47,2024-05-31
newmanmaria395,Twitter,Live,Beauty,Japan,Micro,50077,46025,2914,2865,225.0,49.0,0,6.08,2024-02-15
pryan742,TikTok,Image,Travel,Germany,Nano,3154,1584,4313,44,3.0,1.0,467,2.0,2024-05-28
jonathan43421,Facebook,Video,Food,Germany,Micro,16841,9930,2777,984,25.0,37.0,0,4.81,2024-10-26
mary41243,Instagram,Live,Fitness,UK,Macro,206509,15734,882,7577,841.0,108.0,0,2.92,2023-08-06
enorton970,Facebook,Video,Beauty,Germany,Micro,39907,18269,4601,2614,167.0,74.0,0,6.01,2023-11-29
stephen9153,YouTube,Live,Music,France,Micro,61593,19722,2470,2252,87.0,156.0,33762,4.2,2024-03-18
mwilliams300,YouTube,Live,Beauty,Japan,Mega,2999361,9275,528,3382,204.0,134.0,24974,0.1,2023-02-04
blairjuan750,TikTok,Story,Beauty,Mexico,Micro,16278,12319,4535,268,23.0,8.0,1493,1.67,2023-01-20
christina9181,YouTube,Carousel,Gaming,,Micro,40889,31261,4728,1368,137.0,68.0,12124,3.9,2024-05-29
nelsondouglas612,YouTube,Reel,Education,Germany,Micro,89491,37296,3682,7210,348.0,99.0,78880,6.72,2024-07-13
amymata935,Twitter,Image,Music,USA,Macro,529982,4372,3310,6446,369.0,417.0,0,1.52,2023-04-12
gomeznoah112,Facebook,Story,Fitness,France,Nano,4294,2368,1272,105,11.0,1.0,0,2.24,2024-07-05
stephensmichelle673,TikTok,Video,Music,UK,Mega,3710810,20638,244,131568,9403.0,7586.0,648069,3.57,2023-03-22
jonesmaria60,Instagram,Live,Fitness,India,Micro,34778,198,2909,1116,88.0,16.0,0,3.38,2023-07-01
wongtodd509,Instagram,Reel,Music,Canada,Nano,9081,5552,3153,598,26.0,28.0,0,9.28,2023-10-25
lthompson940,Instagram,Reel,Gaming,Mexico,Macro,699823,3606,4945,6429,724.0,483.0,0,1.23,2024-01-14
christopher91189,YouTube,Image,Fashion,Canada,Micro,92416,37444,3795,1538,119.0,41.0,19183,1.63,2024-04-10
michellewright225,Twitter,Story,Education,India,Nano,2624,1771,1581,27,1.0,1.0,0,0.94,2024-03-04
ericajohnson286,Facebook,Video,Gaming,UK,Macro,955336,32468,1457,54306,5384.0,4095.0,0,4.54,2023-12-14
oclark847,Facebook,Reel,Travel,Germany,Nano,7731,4249,4376,606,41.0,6.0,0,8.56,2024-10-03
kjackson851,Twitter,Carousel,Sports,UK,Nano,9743,2880,2611,462,33.0,25.0,0,5.74,2023-04-26
gutierrezjulia815,Twitter,Reel,Tech,Brazil,Nano,9739,4726,3448,562,23.0,27.0,0,7.31,2023-05-31
danielanderson683,Instagram,Carousel,Travel,France,Micro,48637,1438,927,1441,56.0,71.0,0,3.6,2023-07-26
stewartsonia482,Instagram,Live,Fashion,Canada,Micro,95189,32221,1478,4383,340.0,115.0,0,4.03,2024-04-16
rosedawn5,YouTube,Carousel,Sports,Japan,Micro,33092,1911,2845,1840,148.0,116.0,11214,4.42,2023-01-07
rmartinez336,Instagram,Image,Beauty,Brazil,Micro,52938,10800,1991,759,37.0,45.0,0,1.45,2023-09-19
smithrobert64,Twitter,Live,Sports,Australia,Macro,252359,6637,862,12927,1157.0,505.0,0,4.3,2024-03-26
philip35855,Twitter,Story,Travel,France,Micro,10536,5477,4842,12,0.0,0.0,0,0.1,2024-04-04
nicole24121,Twitter,Reel,Travel,UK,Macro,926140,29769,4852,18662,2095.0,1080.0,0,2.27,2024-08-18
vlewis564,Facebook,Image,Food,Brazil,Nano,2390,2115,3965,151,3.0,11.0,0,5.85,2024-07-30
robert5835,Twitter,Image,Beauty,Brazil,Macro,614017,37817,3023,6521,624.0,129.0,0,0.92,2023-07-13
yhansen159,Instagram,Video,Gaming,India,Micro,88014,9233,3924,5223,176.0,326.0,0,5.02,2023-07-28
laurenpowell142,Facebook,Image,Travel,USA,Macro,222150,11071,1907,3700,294.0,260.0,0,1.7,2024-11-25
randall44123,TikTok,Carousel,Gaming,Germany,Nano,2697,1429,720,163,10.0,3.0,538,5.19,2023-03-28
brianna54630,TikTok,Story,Travel,Canada,Micro,71105,38597,2890,573,16.0,5.0,2433,0.65,2023-08-04
smithemma217,TikTok,Story,Fashion,Australia,Nano,3965,3196,2956,40,4.0,3.0,570,1.08,2024-02-09
twong767,Twitter,Reel,Education,Canada,Micro,25191,3931,1315,2501,223.0,175.0,0,9.26,2024-06-17
craigfoster709,Twitter,Reel,Food,France,Mega,1412332,31789,938,24535,1100.0,1522.0,0,1.64,2023-10-20
josedavis754,TikTok,Live,Travel,Mexico,Nano,1306,995,3316,80,9.0,5.0,1025,4.89,2023-12-16
vmelton131,TikTok,Video,Fitness,India,Micro,55069,3065,4663,3563,193.0,192.0,26264,8.39,2023-08-25
maldonadocarlos301,Instagram,Live,Fashion,Mexico,Macro,799515,11861,1453,27391,2661.0,595.0,0,3.43,2024-06-17
vhorne605,Instagram,Story,Gaming,Australia,Macro,255105,26454,139,188,13.0,10.0,0,0.1,2023-01-31
walkerregina958,Facebook,Live,Fashion,Canada,Nano,4129,3760,2053,284,18.0,20.0,0,6.08,2024-01-05
marywoods581,Twitter,Live,Tech,Mexico,Micro,83411,24169,258,3387,269.0,119.0,0,5.76,2024-06-01
lindseybaldwin19,Instagram,Image,Travel,India,Nano,1433,1132,2277,46,4.0,2.0,0,3.54,2023-09-08
dylan04693,Facebook,Reel,Fitness,,Nano,4057,907,2982,331,,14.0,0,6.33,2024-09-11
peterjohnson716,TikTok,Live,Fitness,UK,Micro,23084,1552,1568,1877,82.0,51.0,26722,7.09,2024-05-05
gmyers542,Facebook,Image,Music,India,Nano,9906,4198,4286,407,36.0,26.0,0,3.32,2024-10-21
grodriguez704,Twitter,Reel,Fashion,Brazil,Nano,7709,4744,2256,992,44.0,64.0,0,10.43,2023-07-03
davidlee130,Twitter,Carousel,Beauty,Brazil,Nano,9107,821,4595,729,76.0,16.0,0,7.29,2024-07-21
jacobjohnson589,Facebook,Video,Beauty,Australia,Macro,669169,8126,288,18145,1110.0,994.0,0,2.4,2023-09-19
noneill913,Facebook,Live,Beauty,Canada,Nano,9131,4962,3686,794,66.0,27.0,0,8.44,2023-06-22
leslie54144,Instagram,Carousel,Gaming,Australia,Mega,5745240,37661,1859,23725,2676.0,1122.0,0,0.51,2024-11-23
scottsoto213,Facebook,Video,Travel,India,Mega,1958491,40244,1733,1416,67.0,26.0,0,0.1,2023-11-21
linandrew989,TikTok,Video,Food,Canada,Mega,3294120,46437,309,66125,2758.0,1110.0,548663,1.65,2023-04-20
jeffrey29374,Facebook,Video,Music,France,Micro,27835,26169,2288,2314,137.0,59.0,0,7.08,2023-01-12
ijohnson628,YouTube,Live,Food,Mexico,Nano,7835,990,1062,545,23.0,11.0,7646,6.64,2024-09-03
rachelwalker242,Instagram,Image,Gaming,India,Mega,3394835,12707,902,15839,655.0,326.0,0,0.5,2024-03-26
enelson124,Facebook,Reel,Education,Canada,Nano,6724,4981,814,844,61.0,56.0,0,10.01,2024-11-17
browndavid986,TikTok,Carousel,Travel,France,Nano,5398,261,4420,281,24.0,8.0,2255,5.89,2023-09-05
abigailsmith625,TikTok,Image,Sports,India,Nano,9381,2837,4114,242,25.0,11.0,2393,2.83,2024-07-10
mshaw695,Instagram,Image,Beauty,Mexico,Micro,71980,27155,1814,2788,168.0,174.0,0,3.48,2024-06-26
simoncorey203,Instagram,Carousel,Education,Mexico,Nano,6679,6256,685,420,8.0,14.0,0,6.0,2024-10-30
nealjoseph578,Facebook,Video,Gaming,Germany,Micro,31703,17125,4338,1366,68.0,35.0,0,3.57,2024-04-09
joseph60609,TikTok,Image,Fashion,Brazil,Nano,4369,3741,2380,228,15.0,15.0,3271,4.35,2023-11-14
nicholas10447,Twitter,Image,Food,Brazil,Mega,2205300,25981,2142,27576,2431.0,1194.0,0,1.33,2023-08-28
brownamanda324,Twitter,Story,Tech,Canada,Micro,16362,12181,599,274,30.0,13.0,0,1.67,2023-08-22
robinsongerald464,TikTok,Carousel,Fitness,USA,Micro,79553,41987,2583,3711,144.0,91.0,47193,5.03,2023-11-11
vjones574,YouTube,Video,Fitness,Australia,Micro,70413,35307,4369,4419,282.0,274.0,34381,5.79,2024-06-06
travischurch207,Instagram,Carousel,Music,Brazil,Nano,7151,258,1918,384,45.0,16.0,0,6.16,2023-06-25
brian11925,Facebook,Image,Beauty,UK,Macro,572595,17783,1818,678,75.0,25.0,0,0.1,2024-10-22
ggreen856,TikTok,Story,Sports,France,Nano,3883,2223,4540,100,,1.0,560,2.89,2024-07-29
christopherarellano821,TikTok,Video,Sports,UK,Nano,4569,1299,3605,668,76.0,49.0,8647,11.94,2023-04-02
bradley16348,Twitter,Image,Beauty,Germany,Nano,2068,859,679,53,1.0,3.0,0,2.65,2023-10-24
bruiz688,Twitter,Reel,Music,UK,Macro,848267,26243,4171,19617,,1175.0,0,2.33,2024-08-04
lgardner14,YouTube,Video,Fashion,Australia,Micro,81509,32747,1943,4616,509.0,94.0,62828,5.75,2024-07-02
huberamber894,TikTok,Story,Tech,Germany,Nano,1727,1001,2748,33,1.0,1.0,372,2.56,2024-11-04
tracyvaldez963,Instagram,Story,Beauty,Mexico,Micro,45929,36440,25,183,20.0,5.0,0,0.37,2023-02-04
courtney04809,Twitter,Image,Music,Australia,Micro,60938,29493,653,1775,95.0,108.0,0,3.15,2023-06-26
ginajohnson475,YouTube,Video,Fashion,Australia,Nano,5045,2881,570,528,,23.0,6165,10.62,2024-03-08
shawnpowell455,Facebook,Carousel,Education,USA,Micro,43963,24387,3299,2419,57.0,151.0,0,4.6,2023-02-16
hamiltonjoshua844,YouTube,Reel,Sports,Japan,Mega,4759141,24560,285,5416,354.0,369.0,33035,0.1,2024-04-15
poncekathleen792,Facebook,Carousel,Education,Mexico,Nano,1610,1109,4264,122,9.0,6.0,0,6.95,2024-05-27
andersonjason486,Instagram,Reel,Education,Canada,Macro,203099,6812,3132,7750,765.0,606.0,0,4.36,2024-07-08
simpsondustin226,TikTok,Story,Fitness,Mexico,Macro,317601,42533,2037,5554,587.0,316.0,30778,1.9,2024-02-24
dmassey375,Facebook,Video,Fashion,Canada,Micro,47695,33495,4917,4301,441.0,125.0,0,7.05,2023-03-22
evalenzuela288,YouTube,Video,Education,Japan,Nano,1048,328,4612,123,9.0,9.0,964,9.86,2024-01-22
xmorgan263,Instagram,Image,Travel,Mexico,Micro,77807,39302,2098,3673,98.0,186.0,0,3.88,2024-10-06
carterjeffrey930,Twitter,Reel,Beauty,France,Nano,4605,2270,2954,623,22.0,12.0,0,10.95,2024-10-11
cameronmichael294,Twitter,Live,Sports,France,Macro,273180,48419,1506,4877,189.0,128.0,0,1.56,2023-04-11
keithdominguez97,Instagram,Carousel,Sports,Brazil,Nano,4435,4376,163,398,30.0,27.0,0,7.05,2023-03-14
hectorweaver17,TikTok,Story,Music,Japan,Macro,462471,37340,2854,3714,94.0,168.0,29003,0.8,2023-12-30
janetruiz334,TikTok,Story,Food,France,Mega,7655049,44543,4343,34487,3314.0,2262.0,142666,0.38,2023-07-07
wmcgrath253,Twitter,Image,Food,UK,Micro,36683,36392,705,237,,12.0,0,0.8,2023-06-04
ysampson596,TikTok,Story,Gaming,France,Micro,64318,47168,3482,921,34.0,27.0,9019,1.31,2023-11-19
catherinehughes538,Instagram,Story,Travel,India,Macro,830149,37431,866,585,,45.0,0,0.1,2023-08-17
kimberlydavis378,YouTube,Live,Music,Brazil,Macro,669248,31576,788,13645,1439.0,705.0,153582,2.14,2024-03-06
heidi96965,TikTok,Story,Travel,,Nano,6717,3807,4441,89,3.0,6.0,757,1.08,2023-02-17
ccameron386,YouTube,Reel,Fitness,India,Macro,963431,21082,1821,33396,1630.0,2569.0,161857,2.7,2023-09-26
mckaytonya355,TikTok,Image,Fitness,Canada,Micro,62942,13183,691,1389,163.0,104.0,10432,2.15,2024-04-15
richangela745,YouTube,Story,Fitness,Japan,Micro,83138,47397,2446,1382,147.0,80.0,8829,1.77,2024-01-12
pittsvanessa206,TikTok,Video,Fashion,Mexico,Micro,29093,28067,4290,1658,197.0,43.0,22505,4.66,2023-12-12
kelly81818,Twitter,Video,Education,Brazil,Nano,3626,1294,2210,340,35.0,10.0,0,7.87,2023-05-07
youngandrew271,TikTok,Live,Music,India,Micro,11969,9506,2844,504,52.0,30.0,4066,5.38,2024-10-12
conleyjohn793,Twitter,Carousel,Travel,Germany,Micro,80606,24191,1010,2914,242.0,,0,3.0,2024-07-02
briana65550,Facebook,Story,Beauty,USA,Mega,6601033,48349,4090,148202,11812.0,3998.0,0,1.83,2023-04-17
bcarter814,Facebook,Story,Food,India,Macro,746774,38325,3452,8562,355.0,482.0,0,1.17,2024-01-05
whitechristopher701,Facebook,Reel,Education,Japan,Micro,80129,37275,2240,6918,809.0,118.0,0,6.67,2024-11-14
wjohnson499,Instagram,Image,Music,UK,Macro,883438,5901,1487,34919,2430.0,608.0,0,3.13,2023-02-16
margaretkelly676,YouTube,Carousel,Tech,Brazil,Macro,225154,37850,4329,4298,273.0,118.0,58143,1.79,2024-04-30
kevinvasquez127,TikTok,Live,Beauty,France,Nano,6801,3592,76,333,36.0,21.0,2836,6.51,2024-09-19
hawkinsbrittney509,Twitter,Image,Education,Japan,Nano,8689,7502,4040,504,32.0,18.0,0,4.89,2024-10-12
thompsonkaren590,YouTube,Carousel,Fitness,Canada,Mega,9564678,49374,3253,217180,25299.0,9268.0,2077118,1.91,2023-08-27
stephaniemiller174,Facebook,Video,Fashion,Germany,Macro,307541,7913,1785,8772,1014.0,663.0,0,3.38,2023-06-23
linda43765,Facebook,Image,Music,Germany,Micro,85222,41170,2440,3776,275.0,77.0,0,4.31,2023-05-10
shernandez361,Facebook,Story,Gaming,Canada,Macro,514652,45085,1566,2752,171.0,76.0,0,0.65,2023-11-13
jacobfarrell182,Twitter,Reel,Fitness,Australia,Micro,32701,18971,3292,1672,193.0,20.0,0,5.98,2023-04-17
watsoncarmen577,YouTube,Reel,Travel,USA,Micro,26157,8923,2948,1999,55.0,141.0,25577,5.97,2023-06-04
tburnett534,Twitter,Reel,Music,Canada,Nano,7118,4751,133,596,45.0,28.0,0,7.52,2024-10-31
tony97272,Facebook,Story,Sports,Mexico,Micro,55510,22968,2020,1056,124.0,73.0,0,1.74,2023-07-20
iharvey839,Instagram,Reel,Gaming,USA,Macro,714200,34142,1519,41437,1938.0,2204.0,0,4.92,2023-01-22
christina40409,Twitter,Live,Travel,Germany,Mega,4519507,12354,232,117682,5231.0,2988.0,0,2.15,2024-06-30
espinozaheather963,Instagram,Reel,Fitness,Germany,Macro,819281,10570,3435,24629,1750.0,441.0,0,3.28,2023-05-12
jbeard728,Facebook,Video,Music,USA,Macro,398452,16796,2406,9703,393.0,774.0,0,3.41,2024-04-18
lawrence87711,TikTok,Story,Gaming,Brazil,Micro,64607,11084,1854,1466,158.0,42.0,8398,2.05,2023-05-23
pblankenship883,YouTube,Live,Fashion,Brazil,Micro,31148,26693,1463,2133,242.0,91.0,29745,5.85,2023-01-23
ajohnson806,YouTube,Story,Fitness,Mexico,Mega,5741697,30885,2804,83079,4491.0,6377.0,620582,1.27,2024-05-18
vduffy244,Twitter,Video,Tech,Canada,Macro,465976,10692,3679,13517,934.0,915.0,0,3.2,2023-12-03
hmartinez689,Instagram,Story,Education,France,Nano,7567,1788,4476,178,14.0,12.0,0,2.79,2024-09-03
williamsmario211,TikTok,Carousel,Sports,Mexico,Nano,8411,2922,2416,399,38.0,25.0,5925,6.34,2023-07-12
brandy92514,TikTok,Image,Beauty,Japan,Nano,6691,3473,249,214,13.0,,918,2.63,2024-06-20
deanmargaret410,TikTok,Video,Sports,Australia,Micro,49193,5985,1483,4046,234.0,134.0,20526,6.8,2024-02-12
zvargas327,Instagram,Reel,Education,Canada,Micro,17787,8851,1360,745,42.0,52.0,0,3.35,2024-08-21
brendahodges662,Facebook,Live,Tech,France,Macro,103022,44619,4589,2653,71.0,,0,3.28,2024-04-16
angelahoffman72,Facebook,Reel,Beauty,France,Micro,48760,13231,3338,3283,105.0,116.0,0,6.73,2023-07-14
thomas08656,TikTok,Live,Food,India,Micro,78440,4765,124,5100,228.0,164.0,21529,5.85,2024-10-04
annemiller35,TikTok,Reel,Education,UK,Micro,93179,1870,1020,4505,494.0,227.0,17758,5.47,2024-06-11
colemansarah838,Facebook,Video,Fashion,Brazil,Nano,5692,358,2937,529,52.0,19.0,0,9.97,2024-02-17
uwhite97,Twitter,Carousel,Sports,UK,Macro,767201,5117,1889,25525,2775.0,1665.0,0,3.87,2024-11-02
sbutler210,Facebook,Live,Beauty,,Nano,8659,7045,4125,719,44.0,42.0,0,8.9,2024-08-18
jeremy37453,Twitter,Live,Music,USA,Micro,88558,42865,1513,4362,373.0,151.0,0,4.91,2024-08-31
rogersmelissa335,TikTok,Live,Gaming,UK,Nano,6369,973,4047,364,27.0,4.0,2956,7.37,2024-11-30
onelson543,Twitter,Story,Food,Germany,Micro,38619,11340,1539,1104,116.0,19.0,0,2.98,2023-07-06
bryanmiller546,Instagram,Story,Gaming,Australia,Macro,402745,1666,4911,458,43.0,21.0,0,0.1,2024-04-08
amy63790,Instagram,Story,Food,USA,Macro,308670,13231,4941,1307,29.0,45.0,0,0.51,2023-11-05
jamesjulie945,Twitter,Image,Fitness,Mexico,Macro,549343,35754,1489,14543,1173.0,628.0,0,3.04,2023-11-18
michaelherrera503,YouTube,Story,Music,,Nano,7541,1299,3851,321,13.0,18.0,1680,3.57,2023-07-30
terri2945,TikTok,Video,Fitness,USA,Macro,143443,42506,2212,5726,179.0,420.0,66604,4.04,2023-11-29
yfuller80,TikTok,Live,Fitness,Australia,Micro,95280,39979,4601,2876,261.0,39.0,19473,3.14,2023-12-22
helenwilliams306,YouTube,Story,Beauty,India,Nano,8001,7359,1282,234,,17.0,2748,2.34,2024-01-31
candice24228,YouTube,Video,Travel,India,Macro,168866,47703,3175,6325,431.0,161.0,74792,2.89,2023-12-17
callison259,Instagram,Story,Fashion,Mexico,Micro,52495,34435,4763,1245,55.0,37.0,0,2.05,2024-03-11
courtneyalvarez257,YouTube,Carousel,Education,Japan,Nano,9333,8824,4670,432,24.0,15.0,2014,4.79,2024-07-03
lopezjuan146,YouTube,Image,Beauty,Brazil,Nano,9480,141,429,215,7.0,4.0,1645,2.61,2023-04-23
amy25506,Twitter,Image,Education,UK,Micro,86956,49858,2099,142,11.0,4.0,0,0.16,2023-05-05
nicholasmartinez331,Twitter,Carousel,Education,UK,Macro,291948,32229,234,9609,733.0,192.0,0,3.63,2023-06-23
david44246,TikTok,Reel,Fitness,France,Macro,570896,40754,1447,15071,943.0,478.0,67389,2.76,2023-01-20
kelli34736,TikTok,Video,Fashion,Germany,Nano,3437,2729,3730,304,18.0,16.0,2275,9.79,2024-08-21
churchsierra337,Facebook,Carousel,Beauty,Brazil,Nano,3621,1189,2192,265,18.0,10.0,0,5.76,2023-04-25
qwhite781,TikTok,Reel,Beauty,Australia,Macro,222076,39538,199,3338,383.0,119.0,28657,1.96,2024-06-18
caroline26554,TikTok,Story,Education,Brazil,Micro,73044,22924,3574,121,5.0,5.0,731,0.14,2024-05-29
martinezbrandi632,Facebook,Video,Music,Mexico,Micro,29640,21830,247,1595,35.0,93.0,0,5.39,2024-11-12
jbrown1,Twitter,Reel,Tech,Australia,Nano,3825,3373,3911,317,,19.0,0,7.77,2024-11-17
emily10915,TikTok,Reel,Fitness,India,Nano,6972,362,4250,704,56.0,,8145,9.08,2024-07-01
markjones963,TikTok,Video,Fitness,USA,Nano,7285,6322,1077,792,23.0,51.0,3206,8.65,2024-06-27
millercarol221,Twitter,Image,Education,Brazil,Micro,31399,27471,3794,1891,211.0,,0,4.74,2024-04-08
srichard198,Facebook,Carousel,Beauty,USA,Micro,20284,8028,4348,1209,107.0,63.0,0,5.19,2024-01-28
masoncarter623,Twitter,Carousel,Fitness,UK,Micro,65954,31647,3931,2402,103.0,116.0,0,4.93,2023-10-06
obrienjonathan502,Instagram,Image,Tech,Brazil,Macro,638536,41028,968,6334,387.0,134.0,0,1.3,2023-08-24
veronica07557,TikTok,Image,Food,Germany,Micro,42062,40482,863,1316,126.0,40.0,18760,4.46,2023-05-05
joshua95289,YouTube,Image,Sports,France,Micro,54109,45739,945,1368,163.0,93.0,11399,2.38,2024-05-11
megan34134,Twitter,Carousel,Gaming,India,Nano,6167,3884,3548,265,23.0,8.0,0,5.72,2023-09-13
carolinegallagher476,YouTube,Story,Education,France,Nano,1717,414,428,48,1.0,3.0,463,2.6,2024-05-19
jonesmelinda24,YouTube,Video,Beauty,Mexico,Nano,2465,2071,3759,196,17.0,12.0,1373,10.44,2023-01-06
markfranklin603,YouTube,Reel,Food,France,Micro,11913,9750,1731,958,76.0,54.0,7328,6.7,2024-04-23
karadavis237,Instagram,Image,Beauty,Japan,Micro,59246,8649,836,1328,56.0,16.0,0,2.07,2024-01-13
