username,platform,content_type,category,country,influencer_tier,followers,following,posts,avg_likes,avg_comments,avg_shares,avg_views,engagement_rate,date_joined,engagement_quality,follower_category
zacharystewart638,Twitter,Video,Music,Germany,Nano,4978,439,3635,516,33,30,0,13.13,2023-06-18,Viral,Nano
rscott915,Twitter,Reel,Fashion,Brazil,Nano,2650,939,3296,276,19,7,0,9.51,2024-03-04,Viral,Nano
dsmith793,YouTube,Video,Beauty,France,Macro,742283,6027,3156,59121,2309,1831,730735,6.44,2024-10-20,Viral,Macro
amyhughes34,Twitter,Reel,Tech,Canada,Nano,6499,6280,4560,488,23,36,0,10.31,2024-08-30,Viral,Nano
xerickson223,Twitter,Image,Food,Germany,Micro,84217,48361,2740,1827,78,51,0,2.93,2023-03-30,Medium,Micro
alan51784,Facebook,Live,Tech,Germany,Nano,3642,1172,2666,295,12,19,0,7.56,2024-11-23,Viral,Nano
bridgetferguson617,Twitter,Carousel,Education,France,Nano,2494,118,2344,139,5,7,0,5.72,2023-12-30,High,Nano
jjones745,TikTok,Image,Food,,Nano,7797,572,1116,134,12,3,766,1.75,2023-01-17,Medium,Nano
cooketyler286,Twitter,Live,Beauty,UK,Macro,259803,18753,125,5222,224,142,0,2.72,2023-03-14,Medium,Macro
mccoynatasha108,Facebook,Video,Education,USA,Micro,34363,8715,1863,2984,131,154,0,8.05,2024-07-16,Viral,Micro
michelle56640,Twitter,Video,Sports,UK,Macro,930894,48628,946,21867,1225,1667,0,2.88,2024-06-18,Medium,Macro
stevensonelizabeth735,Instagram,Live,Food,Japan,Macro,900774,44130,716,22650,710,402,0,3.19,2023-07-26,High,Macro
joann98641,Instagram,Reel,Music,Canada,Micro,25704,12120,823,1977,118,40,0,6.96,2024-02-22,Viral,Micro
matthew56137,TikTok,Video,Gaming,India,Nano,1448,725,3911,90,8,6,703,8.51,2023-07-15,Viral,Nano
jason90519,Instagram,Image,Music,Germany,Mega,4616313,17958,3622,16237,881,184,0,0.32,2024-07-12,Low,Mega
nblake154,Instagram,Video,Education,USA,Macro,857499,6806,3707,21747,2548,323,0,2.38,2024-07-10,Medium,Macro
amy70507,YouTube,Story,Gaming,India,Mega,5410965,1598,446,4291,110,63,49972,0.1,2023-11-06,Low,Mega
timothy60677,YouTube,Story,Fitness,India,Micro,66877,48922,4117,58,6,4,528,0.1,2024-04-10,Low,Micro
ycervantes753,YouTube,Image,Music,France,Mega,2385966,40356,3285,1954,156,24,15338,0.1,2023-09-08,Low,Mega
duane86692,Twitter,Reel,Education,France,Micro,17561,424,626,1231,72,24,0,7.64,2024-03-15,Viral,Micro
williamsonsharon199,Twitter,Image,Gaming,Brazil,Nano,3254,634,3978,103,10,4,0,2.74,2024-07-07,Medium,Nano
tammyanderson523,Instagram,Story,Tech,Japan,Macro,203676,5916,287,2659,144,93,0,1.05,2023-08-05,Medium,Macro
marissa77454,TikTok,Image,Food,Mexico,Nano,9365,6743,3113,281,30,21,2502,3.24,2023-05-06,High,Nano
cvilla405,YouTube,Video,Sports,USA,Micro,79963,1014,57,6181,498,472,83591,8.01,2023-06-17,Viral,Micro
laurahansen614,TikTok,Video,Sports,Germany,Nano,8536,2573,696,1073,44,60,15299,11.17,2024-01-18,Viral,Nano
qgarcia951,Instagram,Story,Travel,UK,Nano,9235,2882,526,282,13,10,0,3.44,2024-02-25,High,Nano
fedwards412,Facebook,Video,Fashion,Canada,Micro,99240,42662,3476,5187,553,407,0,6.97,2024-09-18,Viral,Micro
amandarios660,Twitter,Video,Food,Mexico,Micro,48620,33310,3135,2222,55,71,0,6.32,2023-08-24,Viral,Micro
carrollmichael610,Twitter,Reel,Food,France,Nano,4370,1354,3546,341,21,20,0,7.21,2023-02-03,Viral,Nano
carlsonfrank337,Instagram,Carousel,Food,Australia,Micro,55680,38575,758,3362,0,70,0,6.29,2023-10-11,Viral,Micro
johnsonwendy526,Facebook,Reel,Education,Japan,Micro,30039,24636,2223,1614,96,72,0,5.03,2024-03-21,High,Micro
wrightveronica231,TikTok,Carousel,Education,Germany,Macro,374302,728,1809,14300,475,490,157542,2.96,2024-01-02,Medium,Macro
michaelmcpherson634,TikTok,Live,Gaming,Brazil,Macro,112075,49239,3166,4724,428,260,14962,3.97,2023-02-08,High,Macro
glenn10539,Facebook,Video,Beauty,France,Micro,88639,14475,3430,6136,689,329,0,5.93,2023-07-12,High,Micro
charlesmejia13,Twitter,Live,Tech,USA,Nano,8374,2301,4168,877,103,9,0,8.45,2024-08-20,Viral,Nano
annemiller713,Instagram,Video,Travel,Japan,Macro,930859,5127,1395,40280,2668,1617,0,4.52,2024-08-26,High,Macro
hollylong326,Twitter,Reel,Beauty,Brazil,Nano,8939,4465,1924,942,24,54,0,10.71,2024-03-20,Viral,Nano
sara71883,YouTube,Live,Travel,UK,Nano,1565,885,1956,83,4,1,467,6.64,2023-10-08,Viral,Nano
samanthanelson279,Instagram,Live,Beauty,Canada,Micro,55019,13086,1126,2051,195,102,0,3.41,2024-04-01,High,Micro
rjohnson875,YouTube,Carousel,Beauty,Mexico,Macro,429999,3706,2592,6250,517,90,76343,1.55,2023-08-17,Medium,Macro
nicole65686,Twitter,Carousel,Music,Brazil,Nano,6404,146,20,332,17,15,0,6.01,2024-05-12,Viral,Nano
garciabrent956,Instagram,Carousel,Fashion,France,Macro,576013,39292,4254,9654,730,381,0,2.23,2023-12-19,Medium,Macro
okirk181,Facebook,Story,Beauty,USA,Micro,31736,6147,278,439,42,14,0,1.18,2024-11-26,Medium,Micro
rosejames483,YouTube,Story,Gaming,Japan,Micro,79387,41963,409,81,8,2,958,0.1,2023-04-06,Low,Micro
nmorris827,Instagram,Image,Education,Brazil,Nano,5245,1934,1631,225,8,5,0,4.4,2024-07-08,High,Nano
englishdavid518,YouTube,Story,Music,Brazil,Nano,6263,1247,1959,336,25,12,1233,4.77,2023-09-20,High,Nano
rking937,Facebook,Video,Tech,Germany,Macro,877416,12203,2623,40366,4721,2155,0,4.16,2024-09-20,High,Macro
marissadorsey654,TikTok,Live,Beauty,Canada,Mega,2782861,22177,3208,53779,2527,4049,308531,2.35,2023-02-08,Medium,Mega
bushstephanie722,YouTube,Image,Education,Brazil,Nano,8554,3061,4447,489,44,30,1942,4.53,2024-08-05,High,Nano
adkinssarah951,Instagram,Live,Travel,USA,Nano,4486,3458,4909,348,25,25,0,7.68,2024-03-30,Viral,Nano
bennettkatherine735,Facebook,Video,Fashion,Japan,Mega,3971950,2248,3282,153969,0,6009,0,3.28,2024-08-11,High,Mega
bianca91629,Facebook,Reel,Education,Australia,Macro,820645,36764,2123,39123,2372,1130,0,3.71,2024-07-11,High,Macro
ntucker379,Facebook,Story,Beauty,Canada,Micro,64627,40565,3649,602,46,42,0,1.27,2024-11-26,Medium,Micro
wsnow734,TikTok,Reel,Gaming,India,Macro,552723,49531,2296,15878,1799,1122,204044,2.28,2023-02-28,Medium,Macro
wilsonalexandra385,Instagram,Story,Education,Australia,Micro,35531,3910,2914,468,20,23,0,1.35,2024-07-19,Medium,Micro
smithkimberly979,TikTok,Story,Food,India,Micro,75148,4593,4841,1678,0,44,16147,2.03,2024-03-22,Medium,Micro
hayesjoel89,TikTok,Story,Travel,Germany,Macro,174632,28765,3881,698,33,43,3994,0.52,2024-08-22,Low,Macro
stephanie40331,Twitter,Reel,Tech,UK,Nano,8897,4119,3911,759,76,20,0,9.02,2023-04-28,Viral,Nano
katrinacastillo58,Instagram,Image,Travel,Canada,Mega,9618046,24084,3702,118443,10660,8587,0,1.39,2023-10-11,Medium,Mega
christina03579,Instagram,Video,Tech,Canada,Micro,74071,17707,751,6513,738,0,0,7.6,2024-11-07,Viral,Micro
phillip5152,YouTube,Live,Music,Germany,Micro,73511,15677,881,4875,368,58,32891,6.49,2024-07-19,Viral,Micro
carlaflores297,Instagram,Carousel,Travel,France,Micro,17664,11087,2477,753,40,23,0,4.05,2024-02-01,High,Micro
beardchristine879,Facebook,Live,Tech,Germany,Nano,4299,1891,4782,268,8,20,0,5.63,2024-02-14,High,Nano
nicole11794,Twitter,Carousel,Music,Australia,Micro,15019,13575,932,436,16,21,0,3.55,2024-09-21,High,Micro
jennifer69324,Facebook,Carousel,Beauty,Mexico,Micro,55546,6244,295,1701,55,114,0,4.01,2023-04-09,High,Micro
hernandezjeanne391,YouTube,Story,Beauty,Brazil,Micro,36019,18173,3695,36,2,2,267,0.1,2023-09-26,Low,Micro
jermaine28987,TikTok,Story,Fitness,USA,Micro,76111,4134,4693,1886,64,111,9545,3.32,2023-06-15,High,Micro
pwright451,Twitter,Video,Sports,Australia,Macro,919413,29786,1606,32908,3395,1761,0,3.77,2023-11-10,High,Macro
xreyes244,Facebook,Live,Gaming,UK,Macro,872098,17005,4139,29992,0,2224,0,3.16,2023-06-07,High,Macro
xcooper816,YouTube,Live,Education,UK,Mega,8905171,15091,936,205086,13783,15099,1281203,3.26,2024-02-10,High,Mega
diazdenise282,Instagram,Live,Fitness,France,Mega,8366695,32975,2723,61637,6958,1092,0,0.86,2023-12-28,Low,Mega
johnnylucas921,Instagram,Image,Gaming,Germany,Macro,582075,7312,2170,14753,429,669,0,2.13,2024-05-14,Medium,Macro
sarahwoods829,YouTube,Image,Gaming,Canada,Micro,30686,2397,2883,555,65,5,7052,2.51,2024-08-18,Medium,Micro
bruce5615,Twitter,Carousel,Music,Canada,Micro,23892,3221,911,957,0,63,0,3.74,2023-11-23,High,Micro
hannah92955,Twitter,Video,Gaming,USA,Micro,75281,27616,4970,3459,314,59,0,5.67,2023-10-04,High,Micro
rochajohn371,TikTok,Story,Fitness,Canada,Nano,1210,164,842,42,2,1,260,4.4,2024-06-20,High,Nano
ebonylevine543,YouTube,Image,Education,Germany,Macro,226351,11654,4898,2699,121,118,38830,0.99,2024-11-22,Low,Macro
teresa562,TikTok,Reel,Food,Japan,Mega,2247821,42816,1600,45332,995,583,546471,2.78,2024-05-14,Medium,Mega
wrightjohn745,YouTube,Carousel,Food,France,Micro,90744,4542,1242,1825,78,119,11238,1.71,2023-04-23,Medium,Micro
phodges732,TikTok,Reel,Sports,Mexico,Macro,188259,2302,2123,11307,1283,140,110152,4.66,2024-09-13,High,Macro
kathrynhood197,Instagram,Reel,Music,Brazil,Micro,61843,14262,27,4907,251,132,0,7.2,2023-05-27,Viral,Micro
tcisneros461,Instagram,Video,Education,Mexico,Nano,5116,887,59,460,39,4,0,9.72,2023-06-10,Viral,Nano
michael6055,YouTube,Image,Fashion,India,Micro,91393,18576,4117,2124,219,95,18727,2.37,2024-09-05,Medium,Micro
michaelreynolds177,Instagram,Live,Music,Japan,Macro,549969,18707,2614,17279,658,0,0,3.18,2023-11-16,High,Macro
kimberlydavidson121,Facebook,Reel,Sports,Mexico,Micro,55011,35466,1795,4670,367,276,0,8.69,2024-07-25,Viral,Micro
jeffreysalinas22,YouTube,Story,Food,Germany,Nano,5541,493,2169,14,1,0,174,0.28,2024-05-31,Low,Nano
gregoryhall97,TikTok,Image,Music,Canada,Nano,8937,7547,2698,333,20,6,3191,4.78,2023-11-26,High,Nano
breanna80309,YouTube,Live,Fitness,USA,Micro,98513,43224,1783,4896,429,237,30217,3.86,2023-02-09,High,Micro
lisayoung429,Instagram,Story,Tech,UK,Nano,6933,2186,3215,116,10,7,0,2.38,2023-05-06,Medium,Nano
xjohnson182,Facebook,Reel,Fashion,UK,Micro,19626,4319,304,1035,71,80,0,5.64,2024-09-26,High,Micro
tferrell600,TikTok,Reel,Fashion,Australia,Macro,290415,48472,1131,9595,388,200,57700,2.73,2023-08-29,Medium,Macro
dennis49610,YouTube,Image,Food,USA,Nano,1814,1220,3036,50,1,3,589,3.83,2024-01-20,High,Nano
kjones311,YouTube,Story,Food,Brazil,Micro,94573,7547,3475,212,6,14,3105,0.29,2023-06-08,Low,Micro
brownalexander805,Twitter,Image,Education,France,Micro,81850,34098,323,3539,383,185,0,3.88,2023-12-16,High,Micro
jillmejia219,Instagram,Live,Fashion,Brazil,Nano,3588,165,2354,174,11,3,0,5.05,2024-01-20,High,Nano
mooreleonard522,TikTok,Video,Fashion,India,Nano,1261,636,4382,160,7,12,1058,10.25,2024-06-12,Viral,Nano
ericcampbell403,Twitter,Story,Beauty,Brazil,Nano,6641,709,624,128,9,3,0,2.01,2024-05-03,Medium,Nano
amiller902,YouTube,Live,Sports,France,Nano,3473,241,1768,229,6,14,2666,5.79,2024-03-10,High,Nano
whitney95748,Twitter,Carousel,Sports,Mexico,Micro,52792,24496,3750,2368,123,48,0,4.2,2024-03-18,High,Micro
kaylaforbes340,Twitter,Video,Sports,UK,Macro,890407,49874,4788,17942,561,1166,0,1.73,2023-12-01,Medium,Macro
owenlori250,YouTube,Image,Gaming,India,Micro,53860,22962,4203,1204,99,79,12332,2.69,2023-10-16,Medium,Micro
kylevaldez137,Instagram,Live,Tech,Brazil,Macro,475473,36194,546,5919,307,185,0,0.99,2024-08-05,Low,Macro
mullinstaylor82,YouTube,Video,Gaming,India,Mega,1540801,30624,1752,43412,3969,593,609111,2.71,2023-03-10,Medium,Mega
edwinromero543,TikTok,Video,Tech,France,Micro,80328,39218,3002,3643,317,107,42795,5.49,2024-01-04,High,Micro
zacharywilson946,YouTube,Image,Fashion,Germany,Nano,4915,423,1996,150,11,1,722,3.3,2024-10-25,High,Nano
fjohnson832,YouTube,Live,Education,Brazil,Nano,2588,1293,4600,195,4,4,1267,7.55,2024-04-14,Viral,Nano
morganronald789,Twitter,Carousel,Fitness,UK,Micro,13956,7562,1632,434,20,12,0,3.03,2023-08-16,High,Micro
nfrench847,Twitter,Story,Beauty,Australia,Macro,791845,49849,1690,7633,564,111,0,0.83,2024-01-11,Low,Macro
kimberly05582,Facebook,Video,Food,Japan,Micro,53546,31879,1426,3039,328,162,0,4.78,2023-08-25,High,Micro
mooremike488,TikTok,Story,Beauty,USA,Nano,4766,2160,466,142,0,3,1254,3.16,2023-11-28,High,Nano
williammaddox756,TikTok,Live,Education,USA,Macro,474486,24702,320,24885,2120,1916,213806,4.82,2023-09-21,High,Macro
vincentgillespie792,Instagram,Image,Gaming,Canada,Nano,9334,9321,4882,722,27,14,0,7.19,2023-08-12,Viral,Nano
bmccarthy781,TikTok,Image,Food,Canada,Micro,75382,29347,2397,1995,112,126,26393,2.75,2023-09-21,Medium,Micro
james71111,Facebook,Carousel,Travel,France,Micro,14523,10755,650,711,83,0,0,4.91,2024-11-18,High,Micro
rbrown889,YouTube,Story,Fashion,Mexico,Micro,86710,388,1217,108,4,7,1147,0.1,2023-11-18,Low,Micro
angelabaker611,YouTube,Reel,Travel,Australia,Nano,3344,895,1108,291,15,21,1535,10.44,2023-07-09,Viral,Nano
jasonsampson448,Facebook,Carousel,Food,France,Macro,698197,13488,2051,16392,549,273,0,3.09,2023-04-18,High,Macro
marywilliams210,Instagram,Video,Fitness,India,Nano,4703,3186,3663,310,14,21,0,9.02,2023-05-13,Viral,Nano
wendytrevino169,YouTube,Reel,Fashion,Mexico,Nano,4918,2425,396,646,63,9,7780,10.12,2024-07-28,Viral,Nano
michael87677,Facebook,Live,Education,,Micro,21712,10311,3638,931,99,54,0,4.64,2024-10-24,High,Micro
yguzman815,Instagram,Live,Travel,France,Macro,732876,24469,550,17995,630,358,0,2.15,2024-03-02,Medium,Macro
ilarson797,YouTube,Live,Beauty,Germany,Micro,98051,46438,3477,3814,230,117,35961,5.52,2024-04-13,High,Micro
nhatfield96,Instagram,Live,Fitness,Brazil,Nano,1620,153,2892,96,9,1,0,5.92,2024-09-12,High,Nano
devon32395,YouTube,Story,Music,Australia,Macro,326780,6951,2035,7089,349,110,72425,2.13,2023-03-31,Medium,Macro
zacharywatson675,Facebook,Live,Education,USA,Micro,91979,8843,4588,2727,125,71,0,3.68,2023-06-26,High,Micro
eugene08477,Twitter,Image,Education,USA,Micro,83446,49849,947,913,80,52,0,1.38,2023-04-24,Medium,Micro
michaelcherry108,Twitter,Video,Travel,India,Micro,45031,26244,138,2110,116,104,0,5.51,2024-07-20,High,Micro
yweiss618,TikTok,Carousel,Beauty,Germany,Nano,1815,101,2502,154,7,1,1924,6.67,2023-11-14,Viral,Nano
heather00867,Facebook,Reel,Gaming,UK,Macro,369667,33637,4028,8403,768,408,0,2.5,2024-11-03,Medium,Macro
jack74337,Instagram,Carousel,Fitness,India,Mega,5718938,11873,4798,5510,430,297,0,0.1,2024-05-29,Low,Mega
wilsonwillie15,YouTube,Story,Education,India,Nano,6160,4896,4016,72,6,3,770,1.67,2023-04-10,Medium,Nano
cwoodward862,Facebook,Video,Food,Australia,Macro,234805,40802,4174,9291,782,0,0,3.56,2023-01-16,High,Macro
vwatson206,Facebook,Video,Sports,Germany,Nano,4135,1438,4116,392,36,15,0,8.18,2024-05-21,Viral,Nano
leonardmelanie847,TikTok,Story,Tech,Mexico,Micro,44165,39050,4859,154,15,4,844,0.27,2024-09-09,Low,Micro
stephanie40890,Twitter,Story,Fashion,Germany,Micro,19163,13990,2854,969,77,13,0,4.18,2023-03-29,High,Micro
joshuapowell914,Facebook,Story,Gaming,Japan,Micro,48852,27565,1842,375,21,10,0,0.62,2023-02-20,Low,Micro
rsmith184,Twitter,Reel,Fashion,USA,Micro,17736,9981,2194,735,21,16,0,5.55,2023-03-10,High,Micro
aguirrejason987,YouTube,Live,Music,Australia,Mega,8624599,18506,4272,82667,4937,4352,644681,1.18,2023-04-26,Medium,Mega
marshalljoseph278,TikTok,Reel,Food,USA,Micro,39537,3798,3690,1784,208,56,10100,5.43,2024-02-28,High,Micro
robert35189,Instagram,Story,Music,India,Micro,19249,7851,2558,566,65,20,0,2.4,2024-08-24,Medium,Micro
elizabethwilliams1,Instagram,Image,Travel,India,Micro,89905,24803,2109,3792,222,288,0,3.78,2024-09-13,High,Micro
erinsmith420,Twitter,Live,Beauty,Japan,Mega,3090673,2811,4729,29164,2085,2136,0,1.25,2023-03-02,Medium,Mega
brownamber898,YouTube,Reel,Education,Germany,Macro,182018,5342,4225,3092,276,109,19979,1.76,2024-03-27,Medium,Macro
michael34545,Twitter,Story,Gaming,UK,Micro,59391,47959,2073,1798,103,110,0,3.18,2023-04-10,High,Micro
powellheather920,Instagram,Image,Tech,India,Macro,325026,32950,269,4910,286,154,0,1.33,2023-09-22,Medium,Macro
sierraclark863,Instagram,Carousel,Music,India,Nano,4528,4475,4535,255,23,7,0,7.84,2023-10-30,Viral,Nano
joshua08971,Twitter,Video,Food,Brazil,Nano,9468,2112,3504,674,27,50,0,6.91,2024-04-30,Viral,Nano
afreeman973,Instagram,Video,Education,Australia,Macro,966597,35185,866,37239,3961,2501,0,3.83,2024-11-10,High,Macro
lcarter892,Facebook,Video,Travel,Canada,Nano,7027,822,925,984,39,73,0,11.9,2023-04-20,Viral,Nano
ypittman459,Instagram,Video,Travel,USA,Macro,115332,13268,4661,2608,282,112,0,3.18,2024-11-20,High,Macro
rebecca49825,Twitter,Live,Travel,,Mega,8959475,4128,4683,153748,4183,7167,0,1.35,2024-05-26,Medium,Mega
angela24309,TikTok,Image,Sports,India,Mega,7513346,20944,356,71307,5235,1980,489898,1.22,2024-11-09,Medium,Mega
corey81141,Facebook,Video,Music,Australia,Micro,19333,3536,195,1020,72,81,0,5.93,2023-03-11,High,Micro
desiree2149,TikTok,Video,Travel,Australia,Micro,53598,24320,2733,2448,183,138,9033,6.23,2024-09-24,Viral,Micro
randyrobinson668,YouTube,Carousel,Education,Mexico,Macro,404039,9815,3938,6965,401,547,39367,1.75,2023-03-27,Medium,Macro
eshaw113,Twitter,Reel,Gaming,Brazil,Mega,5795382,7589,1602,73344,1937,5352,0,1.19,2023-08-29,Medium,Mega
cathyhouston671,Twitter,Live,Travel,Canada,Micro,62168,21574,4171,4293,453,294,0,6.42,2023-08-18,Viral,Micro
jeffrey31899,Instagram,Reel,Travel,Brazil,Macro,599578,13022,4691,22673,2405,1098,0,3.79,2023-03-25,High,Macro
courtneykerr827,YouTube,Story,Fitness,India,Macro,688192,5990,544,6832,658,214,49561,1.2,2024-06-21,Medium,Macro
asolis883,Twitter,Carousel,Education,Australia,Macro,617531,25311,65,20934,0,775,0,3.13,2023-01-04,High,Macro
newtonmonique44,Instagram,Story,Sports,France,Micro,58608,10009,1659,547,15,9,0,1.33,2024-10-30,Medium,Micro
hcampos73,YouTube,Carousel,Music,Germany,Micro,79614,11562,3776,2794,197,193,8777,3.03,2024-05-06,High,Micro
andersenjon38,YouTube,Live,Gaming,Australia,Micro,79232,3620,4920,2360,219,176,8552,4.23,2024-07-18,High,Micro
jonesrachel862,Twitter,Story,Education,Canada,Nano,6918,787,729,147,14,8,0,2.4,2023-10-18,Medium,Nano
idaniels612,Twitter,Live,Music,India,Micro,56436,34387,2785,2046,221,132,0,3.68,2023-04-08,High,Micro
ashley14990,Twitter,Live,Fitness,France,Nano,6209,3196,1128,406,32,30,0,6.6,2024-01-06,Viral,Nano
padillaheidi755,Facebook,Image,Travel,India,Micro,41072,29644,1641,873,25,51,0,2.02,2024-08-12,Medium,Micro
fcase728,YouTube,Live,Education,USA,Macro,416248,46033,1299,21196,2122,1085,137348,5.25,2024-01-04,High,Macro
melaniewoods81,Facebook,Carousel,Tech,Brazil,Macro,353386,40605,4225,328,27,13,0,0.1,2023-09-14,Low,Macro
kimgina360,Facebook,Carousel,Fitness,Japan,Macro,553107,1758,3752,9368,498,222,0,1.94,2024-07-01,Medium,Macro
mariaking267,Instagram,Story,Travel,UK,Nano,7222,2086,4081,290,19,15,0,4.47,2023-03-22,High,Nano
joseallen625,Facebook,Story,Music,USA,Nano,2458,282,4495,62,7,3,0,2.55,2024-10-12,Medium,Nano
moorejames46,Instagram,Reel,Education,Japan,Macro,286979,38423,649,11843,1324,908,0,4.14,2023-03-08,High,Macro
anthony52693,YouTube,Video,Food,Germany,Macro,757476,39775,2267,35063,3794,381,482035,3.72,2024-08-02,High,Macro
dylan07673,YouTube,Video,Fitness,USA,Micro,76509,17993,3757,3909,336,254,21016,5.8,2024-08-06,High,Micro
millermark973,Instagram,Story,Beauty,Japan,Mega,2267501,24138,3542,2186,246,65,0,0.1,2023-11-09,Low,Mega
dakota92494,YouTube,Image,Fashion,UK,Nano,3884,3244,2622,173,13,2,1515,4.09,2024-04-13,High,Nano
carpenterandrew173,Instagram,Image,Tech,Mexico,Mega,8872166,22865,4275,11082,253,254,0,0.1,2023-09-12,Low,Mega
kimberlybailey803,YouTube,Story,Beauty,USA,Mega,1928833,46149,1122,2371,184,24,32169,0.1,2024-01-30,Low,Mega
kevin40367,Twitter,Reel,Fitness,USA,Mega,4520780,29571,4933,53723,5756,656,0,1.35,2023-09-24,Medium,Mega
cooksamantha589,TikTok,Live,Fitness,Canada,Micro,80872,41449,1495,6856,604,178,52415,7.04,2023-07-17,Viral,Micro
sarahallen419,Facebook,Image,Travel,France,Nano,4617,4504,4987,289,18,11,0,6.73,2023-06-04,Viral,Nano
jharding707,Instagram,Carousel,Gaming,USA,Nano,3453,2479,730,173,4,10,0,6.02,2024-08-03,Viral,Nano
francismark34,Facebook,Image,Music,Germany,Macro,449482,29473,4953,2885,286,113,0,0.88,2023-04-28,Low,Macro
anthony85880,YouTube,Image,Music,Mexico,Nano,1201,263,3834,29,0,0,130,2.43,2023-10-25,Medium,Nano
tpadilla946,TikTok,Video,Sports,Mexico,Nano,4779,3509,2159,612,27,23,5205,10.16,2024-07-18,Viral,Nano
rebeccacox807,Facebook,Reel,Education,Mexico,Nano,2455,240,2401,297,27,22,0,10.78,2023-09-01,Viral,Nano
raymondbell849,Twitter,Image,Travel,India,Nano,7996,6214,3447,259,9,18,0,3.54,2024-06-26,High,Nano
joe0452,Facebook,Carousel,Fashion,USA,Macro,286828,7508,4208,313,8,24,0,0.1,2024-06-15,Low,Macro
johnsoncory994,YouTube,Image,Beauty,USA,Micro,16409,5635,35,603,28,11,4226,3.44,2023-10-02,High,Micro
iknox932,TikTok,Carousel,Fashion,India,Micro,59477,2620,4534,2320,227,174,34181,5.14,2023-10-10,High,Micro
gjackson323,Instagram,Carousel,Education,Australia,Mega,9111953,21319,2670,11355,1227,607,0,0.1,2023-11-21,Low,Mega
deborah43326,Facebook,Story,Sports,UK,Micro,14435,4399,4006,245,28,12,0,1.86,2024-03-01,Medium,Micro
hbeasley234,TikTok,Story,Fitness,Canada,Micro,73651,24876,1535,1464,83,95,6098,2.19,2023-10-27,Medium,Micro
bcarroll531,TikTok,Image,Sports,UK,Nano,6227,1540,2896,220,19,17,2846,3.75,2023-08-04,High,Nano
wtaylor337,YouTube,Video,Tech,Japan,Macro,127983,35902,2827,3323,338,129,24116,2.65,2024-06-24,Medium,Macro
ronaldmason362,Facebook,Live,Education,UK,Micro,17914,2981,2356,783,84,18,0,6.17,2024-01-15,Viral,Micro
mphillips389,Twitter,Carousel,Beauty,USA,Macro,878079,15488,4461,11567,250,299,0,1.68,2023-10-02,Medium,Macro
rodriguezapril594,Instagram,Story,Travel,Japan,Macro,563192,21091,2343,500,55,22,0,0.1,2024-03-17,Low,Macro
thomas05520,TikTok,Video,Beauty,Canada,Micro,70690,5093,3995,3201,318,56,33672,4.14,2024-09-05,High,Micro
ntucker920,Twitter,Video,Gaming,Mexico,Nano,6623,5803,1113,674,57,31,0,11.11,2024-11-11,Viral,Nano
gbradshaw861,Instagram,Live,Music,Australia,Micro,55100,39131,3082,2743,237,51,0,5.69,2023-04-06,High,Micro
vrosales250,TikTok,Video,Music,Germany,Nano,5159,2760,1712,454,52,29,4624,9.71,2023-07-22,Viral,Nano
browndavid633,Facebook,Live,Music,Australia,Macro,160083,49467,4845,4148,100,183,0,2.17,2023-04-29,Medium,Macro
tcampbell363,Facebook,Carousel,Fashion,Germany,Micro,12278,7676,4460,482,42,18,0,3.33,2024-07-11,High,Micro
pageerik860,Instagram,Story,Beauty,Germany,Micro,60635,32650,2038,221,15,14,0,0.36,2024-09-30,Low,Micro
jennifer9753,Facebook,Reel,Food,India,Micro,77287,18560,3843,4596,185,100,0,5.42,2023-06-04,High,Micro
yvette71170,YouTube,Image,Fitness,Canada,Macro,645026,10654,4390,795,65,13,11143,0.1,2023-06-28,Low,Macro
aaron77381,TikTok,Live,Gaming,,Macro,924995,17323,2097,12921,1470,354,42226,1.82,2023-11-06,Medium,Macro
chelsea56200,YouTube,Image,Beauty,Brazil,Macro,957271,18935,4476,7872,717,231,62381,1.07,2024-07-17,Medium,Macro
craigandrade482,Instagram,Video,Beauty,Germany,Nano,5660,2819,2072,571,29,17,0,10.33,2023-06-19,Viral,Nano
rcabrera561,Facebook,Reel,Travel,UK,Nano,9409,3973,1935,1021,27,68,0,8.59,2024-08-05,Viral,Nano
russellsara831,YouTube,Carousel,Travel,Australia,Micro,44853,14289,4352,2793,144,122,39604,4.91,2023-10-24,High,Micro
bairdrose166,TikTok,Live,Sports,Mexico,Micro,22557,2039,1944,1586,146,15,14594,6.57,2023-02-20,Viral,Micro
michaelriddle250,Twitter,Story,Music,Mexico,Nano,7018,5850,2622,181,0,6,0,3.67,2023-12-02,High,Nano
gomeztraci95,TikTok,Carousel,Travel,Germany,Micro,43037,39293,2837,2005,168,41,10505,4.52,2024-02-05,High,Micro
drichmond737,TikTok,Reel,Gaming,Canada,Micro,96831,31814,4036,4523,349,317,23605,5.95,2023-01-15,High,Micro
kenneth3039,Instagram,Image,Fitness,Germany,Micro,74512,10194,2436,1276,104,69,0,1.46,2023-09-18,Medium,Micro
herreraerin561,Instagram,Live,Fashion,France,Micro,63175,28987,4316,2819,0,86,0,5.84,2024-04-18,High,Micro
wcarr639,Facebook,Story,Gaming,India,Micro,30918,20854,1507,899,29,66,0,3.67,2024-11-30,High,Micro
brittany92396,Instagram,Video,Fitness,Japan,Nano,4366,2979,3151,446,31,27,0,10.01,2023-02-01,Viral,Nano
